player_name,gp,g,a,pim,plus_minus
Todd Fiddler (LW), 66 , 50 , 48 , 22 , 1 
 Moose Jaw Warriors , 14 , 2 , 8 , 6 , -8 
 Prince George Cougars , 52 , 48 , 40 , 16 , 9 
Jaedon Descheneau (RW), 70 , 44 , 54 , 54 , 27 
Graham Black (C), 69 , 34 , 63 , 43 , 18 
Henrik Samuelsson (C/RW), 65 , 35 , 60 , 97 , 35 
Joshua Winquist (LW/C), 67 , 47 , 46 , 44 , 19 
Curtis Valk (C), 72 , 47 , 45 , 36 , 33 
Brendan Leipsic (LW/C), 60 , 39 , 52 , 111 , 28 
Brayden Point (C), 72 , 36 , 55 , 53 , -27 
Chandler Stephenson (C/LW), 69 , 30 , 59 , 65 , 27 
Greg Chase (C/LW), 70 , 35 , 50 , 83 , 29 
Brady Brassart (C/RW), 70 , 35 , 50 , 94 , 11 
Troy Bourke (LW/C), 69 , 29 , 56 , 62 , -4 
Trevor Cox (LW), 70 , 25 , 57 , 46 , 42 
Chase De Leo (C/LW), 72 , 39 , 42 , 36 , 49 
Mike Aviani (C), 69 , 38 , 43 , 116 , 29 
Taylor Leier (LW), 62 , 37 , 42 , 42 , 48 
Shea Theodore (D), 70 , 22 , 57 , 39 , 19 
Nikita Scherbak (RW/LW), 65 , 28 , 50 , 46 , -6 
Myles Bell (LW/RW), 69 , 42 , 35 , 51 , 21 
Luke Philp (C), 71 , 31 , 46 , 31 , 2 
Nathan Burns (LW/C), 68 , 27 , 50 , 58 , 5 
 Saskatoon Blades , 40 , 16 , 27 , 40 , 5 
 Swift Current Broncos , 28 , 11 , 23 , 18 , 0 
Curtis Lazar (C/W), 58 , 41 , 35 , 30 , 41 
Dyson Stevenson (W/C), 66 , 38 , 38 , 121 , 23 
Morgan Klimchuk (LW), 57 , 30 , 44 , 27 , 26 
Cole Sanford (RW/C), 72 , 33 , 40 , 55 , 47 
Josh Morrissey (D), 59 , 28 , 45 , 59 , 6 
Boston Leier (RW/LW), 65 , 33 , 39 , 55 , 5 
 Medicine Hat Tigers , 4 , 2 , 0 , 0 , 1 
 Regina Pats , 61 , 31 , 39 , 55 , 4 
Cole Ully (LW), 69 , 30 , 42 , 34 , -7 
Collin Valcourt (LW), 71 , 28 , 44 , 90 , 8 
 Saskatoon Blades , 36 , 14 , 24 , 55 , 4 
 Prince Albert Raiders , 35 , 14 , 20 , 35 , 4 
Jake Virtanen (RW), 71 , 45 , 26 , 100 , 23 
Coda Gordon (LW), 59 , 26 , 45 , 34 , 9 
Colby Cave (C), 72 , 33 , 37 , 30 , 20 
Derrick Pouliot (D), 58 , 17 , 53 , 74 , 40 
Tim Bozon (LW), 63 , 33 , 36 , 47 , 9 
 Kamloops Blazers , 13 , 3 , 4 , 13 , -5 
 Kootenay Ice , 50 , 30 , 32 , 34 , 14 
Conner Bleackley (C), 71 , 29 , 39 , 48 , 3 
Brandon Magee (C/RW), 65 , 25 , 42 , 52 , 30 
Jay Merkley (C), 72 , 34 , 32 , 16 , 11 
Zach Pochiro (LW/C), 63 , 27 , 39 , 123 , -14 
Rhyse Dieno (RW/C), 65 , 25 , 41 , 36 , 2 
Ryan Olsen (C), 71 , 30 , 34 , 73 , 37 
Jayce Hawryluk (C/RW), 59 , 24 , 40 , 44 , 16 
Carter Popoff (C), 72 , 13 , 51 , 34 , -12 
Mitch Moroz (LW), 70 , 35 , 28 , 156 , 25 
Cain Franson (LW/C), 66 , 30 , 33 , 44 , 0 
Alexander Delnov (LW/RW), 71 , 29 , 34 , 42 , -7 
Ryan Pulock (D), 66 , 23 , 40 , 18 , -4 
Reid Gow (D), 65 , 6 , 56 , 77 , 31 
Jackson Houck (RW), 69 , 34 , 27 , 72 , -2 
Dakota Conroy (RW), 66 , 30 , 31 , 24 , -2 
Cody Corbett (D), 65 , 17 , 44 , 37 , 19 
Damon Severson (D), 64 , 15 , 46 , 63 , 47 
Edgars Kulda (LW), 66 , 30 , 30 , 57 , 34 
Klarc Wilson (RW), 72 , 27 , 33 , 95 , -8 
Tim McGauley (C), 68 , 21 , 39 , 21 , -5 
Madison Bowey (D), 72 , 21 , 39 , 93 , 44 
Brett Kulak (D), 69 , 14 , 46 , 51 , -8 
Ivan Nikolishin (C/LW), 72 , 18 , 41 , 16 , -4 
John Quenneville (C/W), 61 , 25 , 33 , 71 , 3 
Nicholas Merkley (RW/C), 66 , 25 , 33 , 46 , 24 
Branden Troock (RW), 58 , 24 , 34 , 69 , 1 
Rourke Chartier (C), 72 , 24 , 34 , 8 , 26 
Austin Carroll (RW), 70 , 34 , 23 , 114 , 18 
Richard Nejezchleb (LW/RW), 66 , 32 , 25 , 75 , -12 
Jason Fram (D), 72 , 6 , 51 , 34 , 26 
Brian Williams (C), 72 , 36 , 20 , 34 , -3 
Axel Blomqvist (LW/RW), 65 , 24 , 32 , 24 , 14 
 Lethbridge Hurricanes , 19 , 8 , 5 , 10 , -10 
 Victoria Royals , 46 , 16 , 27 , 14 , 24 
Zach Franko (LW), 67 , 21 , 35 , 14 , 24 
 Kelowna Rockets , 39 , 12 , 23 , 10 , 15 
 Kootenay Ice , 28 , 9 , 12 , 4 , 9 
Reid Petryk (C/RW), 63 , 17 , 39 , 56 , 29 
 Everett Silvertips , 1 , 0 , 0 , 5 , 0 
 Edmonton Oil Kings , 62 , 17 , 39 , 51 , 29 
Julius Honka (D), 62 , 16 , 40 , 52 , 10 
Jack Rodewald (RW), 58 , 28 , 27 , 56 , -11 
Brett Pollock (LW/RW), 71 , 25 , 30 , 36 , 18 
Tyson Baillie (C/RW), 56 , 22 , 33 , 53 , 19 
Sam Fioretti (C), 65 , 20 , 35 , 88 , -30 
Rihards Bukarts (LW/RW), 65 , 28 , 26 , 50 , 2 
Pavel Padakin (RW), 66 , 27 , 27 , 59 , 35 
Ben Walker (C/RW), 71 , 24 , 30 , 61 , 17 
Logan Nelson (C), 59 , 23 , 31 , 38 , 9 
Mathew Barzal (C), 59 , 14 , 40 , 20 , 3 
Aspen Sterzer (LW), 70 , 29 , 24 , 76 , -3 
 Kamloops Blazers , 40 , 17 , 15 , 51 , 1 
 Red Deer Rebels , 30 , 12 , 9 , 25 , -4 
Travis Brown (D), 71 , 14 , 39 , 72 , -12 
 Moose Jaw Warriors , 43 , 9 , 29 , 48 , -32 
 Victoria Royals , 28 , 5 , 10 , 24 , 20 
Roberts Lipsbergs (W/C), 68 , 33 , 19 , 37 , 1 
Miles Koules (C/RW), 70 , 25 , 26 , 34 , 3 
Tanner Eberle (LW/RW), 70 , 22 , 29 , 148 , -23 
Peter Quenneville (C/RW), 44 , 21 , 30 , 10 , -11 
Kenton Helgesen (LW), 71 , 10 , 41 , 67 , 31 
Sawyer Lange (D), 71 , 7 , 44 , 30 , -7 
Adam Helewka (LW), 62 , 23 , 27 , 32 , 0 
Paul Bittner (LW), 63 , 22 , 27 , 27 , 25 
Riley Sheen (LW/D), 61 , 19 , 30 , 72 , -26 
 Seattle Thunderbirds , 12 , 3 , 5 , 14 , 3 
 Lethbridge Hurricanes , 49 , 16 , 25 , 58 , -29 
Matt Pufahl (D), 62 , 15 , 34 , 54 , 6 
Connor Rankin (C/LW), 64 , 20 , 28 , 32 , 0 
 Tri-City Americans , 41 , 13 , 20 , 26 , -4 
 Calgary Hitmen , 23 , 7 , 8 , 6 , 4 
Justin Kirkland (LW/C), 68 , 17 , 31 , 40 , 23 
Jagger Dirk (D), 69 , 10 , 38 , 50 , 2 
Steven Hodges (C), 52 , 21 , 26 , 65 , 20 
Justin Hickman (RW), 67 , 22 , 24 , 154 , 7 
Jordan Tkatch (C), 72 , 16 , 30 , 42 , -12 
Joel Hamilton (C/LW), 70 , 13 , 33 , 40 , 5 
Haydn Fleury (D), 70 , 8 , 38 , 46 , 15 
Dylan Bredo (D/C), 72 , 4 , 42 , 51 , 33 
Matt Revel (C), 73 , 15 , 30 , 18 , -27 
 Saskatoon Blades , 43 , 9 , 16 , 14 , -18 
 Kamloops Blazers , 30 , 6 , 14 , 4 , -9 
Josh Connolly (D), 72 , 11 , 34 , 34 , -35 
Garrett Haar (D), 61 , 7 , 38 , 55 , 32 
Reid Gardiner (RW), 70 , 22 , 22 , 39 , 2 
Alex Roach (D), 56 , 12 , 32 , 59 , 22 
Eric Roy (D), 66 , 11 , 33 , 51 , -9 
Dmitri Sinitsyn (D), 69 , 10 , 34 , 63 , 5 
Connor Gay (RW), 61 , 19 , 24 , 25 , 13 
Jujhar Khaira (LW/C), 59 , 16 , 27 , 59 , 5 
Manraj Singh Hayer (C), 54 , 15 , 28 , 16 , 11 
Keegan Iverson (RW/C), 67 , 22 , 20 , 70 , 16 
Ryan Gropp (LW), 59 , 18 , 24 , 22 , -5 
Marc McNulty (D), 67 , 17 , 25 , 115 , -10 
Brady Ramsay (RW/C), 72 , 15 , 27 , 142 , -55 
Jayden Hart (C/RW), 59 , 14 , 28 , 66 , -9 
Ashton Sautner (D), 72 , 8 , 34 , 26 , 59 
Matt Bellerive (RW), 60 , 18 , 23 , 39 , -11 
 Red Deer Rebels , 31 , 9 , 13 , 25 , 1 
 Kamloops Blazers , 29 , 9 , 10 , 14 , -12 
Thomas Vannelli (D), 60 , 14 , 27 , 34 , 4 
Dryden Hunt (LW), 62 , 21 , 19 , 64 , -3 
Beau McCue (RW), 72 , 20 , 20 , 26 , -11 
Connor Sanvido (RW/C), 68 , 16 , 24 , 37 , 1 
 Swift Current Broncos , 40 , 12 , 14 , 21 , 13 
 Saskatoon Blades , 28 , 4 , 10 , 16 , -12 
Parker Bowles (LW/C), 39 , 15 , 25 , 24 , 1 
Reid Duke (C), 62 , 15 , 25 , 91 , -47 
Kyle Burroughs (D), 58 , 8 , 32 , 72 , 14 
Adam Tambellini (LW/C), 31 , 17 , 22 , 10 , -3 
Jake DeBrusk (LW/RW), 72 , 15 , 24 , 21 , 8 
Dalton Thrower (D), 42 , 12 , 27 , 70 , 9 
Adam Henry (D), 70 , 7 , 32 , 42 , -19 
 Lethbridge Hurricanes , 6 , 0 , 1 , 4 , -5 
 Seattle Thunderbirds , 64 , 7 , 31 , 38 , -14 
Carson Stadnyk (RW/C), 72 , 23 , 15 , 29 , -7 
Philip Tot (LW), 51 , 15 , 23 , 20 , 5 
Tyler Lewington (D), 68 , 7 , 31 , 121 , 40 
Tyrell Goulbourne (LW), 68 , 17 , 20 , 114 , 26 
Russell Maxwell (C), 71 , 15 , 22 , 71 , -18 
 Lethbridge Hurricanes , 42 , 10 , 17 , 40 , -24 
 Seattle Thunderbirds , 29 , 5 , 5 , 31 , 6 
Jaynen Rissling (D/LW), 54 , 8 , 29 , 105 , 4 
Brycen Martin (D), 72 , 6 , 31 , 42 , -16 
Jesse Zgraggen (D), 70 , 5 , 32 , 97 , 26 
 Calgary Hitmen , 16 , 1 , 7 , 14 , 7 
 Regina Pats , 54 , 4 , 25 , 83 , 19 
Dominik Volek (W/C), 55 , 20 , 16 , 17 , 2 
 Red Deer Rebels , 32 , 15 , 9 , 7 , 3 
 Vancouver Giants , 23 , 5 , 7 , 10 , -1 
Alex Schoenborn (RW), 72 , 18 , 18 , 121 , 19 
Lucas Nickles (LW), 72 , 17 , 19 , 47 , 6 
Torrin White (RW), 72 , 16 , 20 , 20 , -29 
Jesse Forsberg (D), 60 , 10 , 26 , 137 , -11 
 Seattle Thunderbirds , 2 , 0 , 1 , 8 , -1 
 Moose Jaw Warriors , 58 , 10 , 25 , 129 , -10 
Ryan Pilon (D), 66 , 7 , 29 , 46 , -13 
 Lethbridge Hurricanes , 17 , 3 , 4 , 25 , -7 
 Brandon Wheat Kings , 49 , 4 , 25 , 21 , -6 
Jamal Watson (LW/RW), 63 , 18 , 17 , 58 , -35 
Riley Kieser (C), 72 , 14 , 21 , 49 , 25 
Braden Christoffer (LW/C), 61 , 13 , 22 , 130 , -1 
Matt Needham (C), 48 , 12 , 23 , 37 , 3 
Riley Stadel (D), 63 , 10 , 25 , 62 , 12 
Kris Schmidli (C/RW), 68 , 9 , 26 , 46 , 11 
Dysin Mayo (D), 63 , 7 , 28 , 50 , 17 
Dillon Heatherington (D), 70 , 6 , 29 , 63 , 24 
Cory Millette (LW), 63 , 17 , 17 , 26 , -26 
 Red Deer Rebels , 2 , 0 , 0 , 0 , -1 
 Saskatoon Blades , 61 , 17 , 17 , 26 , -25 
Jansen Harkins (C), 67 , 10 , 24 , 18 , -9 
Brett Cote (D), 72 , 6 , 28 , 42 , -2 
Rene Hunter (D), 63 , 4 , 30 , 70 , 0 
Brooks Maxwell (RW/D), 60 , 14 , 19 , 25 , -3 
Nick Zajac (LW/C), 61 , 11 , 22 , 88 , -22 
Chase Witala (LW/C), 43 , 18 , 14 , 17 , -7 
Connor Chartier (RW), 72 , 14 , 18 , 16 , 2 
Riley Whittingham (RW), 70 , 13 , 19 , 88 , 16 
Steven Owre (C), 70 , 12 , 20 , 42 , 6 
Austin Vetterl (RW), 72 , 12 , 20 , 47 , -2 
Elliott Peterson (LW/D), 59 , 11 , 21 , 43 , 16 
Colby Williams (D), 66 , 9 , 23 , 82 , 0 
Dawson Leedahl (LW), 70 , 8 , 24 , 66 , -3 
Chad Robinson (C/LW), 72 , 7 , 25 , 31 , -7 
Chase Souto (RW), 47 , 20 , 11 , 49 , -3 
Tyler Wong (RW), 52 , 17 , 14 , 56 , -33 
Calder Brooks (LW/C), 66 , 15 , 16 , 14 , 3 
 Calgary Hitmen , 31 , 8 , 9 , 8 , 7 
 Prince Albert Raiders , 35 , 7 , 7 , 6 , -4 
Wyatt Johnson (C), 61 , 14 , 17 , 77 , 9 
Dominic Turgeon (C), 65 , 10 , 21 , 31 , 18 
Marcus Messier (C), 71 , 10 , 21 , 20 , -8 
 Tri-City Americans , 39 , 5 , 15 , 10 , -3 
 Spokane Chiefs , 32 , 5 , 6 , 10 , -5 
Ben Thomas (D), 72 , 7 , 24 , 39 , 11 
Macoy Erkamps (D), 66 , 5 , 26 , 83 , -62 
Graeme Craig (D), 71 , 5 , 26 , 77 , -22 
 Saskatoon Blades , 44 , 4 , 20 , 55 , -12 
 Prince Albert Raiders , 27 , 1 , 6 , 22 , -10 
Brady Gaudet (D), 71 , 5 , 26 , 79 , -15 
Dalton Sward (C/RW), 56 , 18 , 12 , 66 , 4 
Tyler Soy (C), 65 , 15 , 15 , 15 , 1 
Brett Stovin (C/RW/D), 61 , 14 , 16 , 16 , -17 
Tyler Sandhu (C/RW), 49 , 13 , 17 , 10 , -1 
Presten Kopek (C), 51 , 10 , 20 , 16 , 1 
 Portland Winterhawks , 24 , 4 , 6 , 6 , 6 
 Red Deer Rebels , 27 , 6 , 14 , 10 , -5 
Aaron Irving (D), 63 , 9 , 21 , 88 , 26 
Carson Perreaux (LW/C), 72 , 18 , 11 , 41 , -18 
Adam Musil (C), 60 , 11 , 18 , 36 , 5 
Dylan Busenius (D), 68 , 9 , 20 , 58 , -34 
 Prince Albert Raiders , 35 , 6 , 7 , 34 , -15 
 Saskatoon Blades , 33 , 3 , 13 , 24 , -19 
Colton Heffley (C), 71 , 8 , 21 , 85 , 24 
Travis Sanheim (D), 67 , 5 , 24 , 14 , 25 
Carter Rigby (LW), 51 , 18 , 10 , 50 , 23 
Scott Feser (LW), 46 , 15 , 13 , 23 , 5 
Kohl Bauml (C), 65 , 14 , 14 , 12 , -13 
Zane Jones (LW/RW), 53 , 13 , 15 , 68 , 15 
 Calgary Hitmen , 42 , 11 , 13 , 51 , 19 
 Everett Silvertips , 11 , 2 , 2 , 17 , -4 
Liam Stewart (C/LW), 43 , 7 , 21 , 27 , 13 
Mitch Wheaton (D), 57 , 7 , 21 , 38 , 31 
Alex Forsberg (LW/C), 44 , 6 , 22 , 33 , -24 
Rinat Valiyev (D), 55 , 5 , 23 , 68 , 27 
MacKenzie Johnston (D), 66 , 5 , 23 , 30 , -39 
 Kelowna Rockets , 2 , 0 , 1 , 0 , 2 
 Prince Albert Raiders , 36 , 1 , 11 , 8 , -20 
 Saskatoon Blades , 28 , 4 , 11 , 22 , -21 
Collin Shirley (LW/C), 70 , 14 , 13 , 26 , -26 
 Kootenay Ice , 11 , 2 , 1 , 6 , -3 
 Kamloops Blazers , 59 , 12 , 12 , 20 , -23 
Chase Clayton (C), 69 , 12 , 15 , 78 , -18 
 Calgary Hitmen , 11 , 1 , 4 , 0 , 3 
 Saskatoon Blades , 58 , 11 , 11 , 78 , -21 
Marek Tvrdon (LW/RW), 29 , 11 , 16 , 24 , 8 
Mirco Müller (D), 60 , 5 , 22 , 31 , 1 
Dominic Zwerger (LW), 53 , 16 , 10 , 20 , 14 
Cameron Hebig (C/RW), 67 , 13 , 13 , 20 , -35 
Jesse Gabrielle (LW), 49 , 12 , 14 , 68 , -2 
Jens Meilleur (RW), 67 , 11 , 15 , 15 , 3 
Logan McVeigh (C), 67 , 11 , 15 , 17 , 2 
 Medicine Hat Tigers , 41 , 7 , 10 , 8 , 3 
 Regina Pats , 26 , 4 , 5 , 9 , -1 
Andrew Johnson (C), 72 , 11 , 15 , 74 , 5 
Kyle Becker (D), 63 , 8 , 18 , 39 , -3 
Mike Winther (C), 31 , 7 , 19 , 24 , 0 
 Prince Albert Raiders , 18 , 3 , 11 , 22 , 3 
 Calgary Hitmen , 13 , 4 , 8 , 2 , -3 
Anthony Ast (C/RW), 52 , 17 , 8 , 18 , 8 
 Vancouver Giants , 25 , 5 , 3 , 10 , -2 
 Medicine Hat Tigers , 27 , 12 , 5 , 8 , 10 
Keanu Yamamoto (RW), 57 , 11 , 14 , 12 , -1 
Chase Lang (C/RW), 68 , 10 , 15 , 52 , 13 
Chad Butcher (RW), 63 , 6 , 19 , 21 , 13 
Radel Fazleyev (C/LW), 38 , 5 , 20 , 12 , 1 
Alexei Sleptsov (D), 66 , 4 , 21 , 44 , -20 
Brandon Fushimi (RW), 62 , 13 , 11 , 22 , 7 
Tyson Ness (LW), 48 , 12 , 12 , 12 , -15 
Giorgio Estephan (C), 64 , 12 , 12 , 18 , -25 
Taylor Cooper (LW), 65 , 12 , 12 , 42 , -17 
 Brandon Wheat Kings , 23 , 7 , 3 , 18 , 0 
 Lethbridge Hurricanes , 42 , 5 , 9 , 24 , -17 
Matt Dumba (D), 26 , 8 , 16 , 37 , 31 
Thomas Foster (C), 71 , 8 , 16 , 34 , -17 
Mitch Topping (D), 50 , 7 , 17 , 28 , -9 
Shane Danyluk (C), 71 , 7 , 17 , 29 , -15 
Chance Braid (LW), 72 , 7 , 17 , 93 , -21 
Joe Hicketts (D), 36 , 6 , 18 , 12 , 25 
Patrick D'Amico (C), 48 , 6 , 18 , 42 , 8 
Ryan Graham (LW), 70 , 15 , 8 , 37 , -39 
Tim Traber (RW), 64 , 12 , 11 , 162 , -4 
Carter Proft (C/LW), 72 , 11 , 12 , 145 , 1 
Lukas Sutter (C), 45 , 10 , 13 , 76 , -6 
Jacob Doty (C/RW), 68 , 10 , 13 , 83 , 0 
Quintin Lisoway (C/LW), 69 , 9 , 14 , 13 , -2 
Mads Eller (W/C), 54 , 8 , 15 , 54 , 19 
Markus Eisenschmid (C/RW), 56 , 7 , 16 , 20 , -7 
Tyler Morrison (D), 65 , 6 , 17 , 23 , -7 
Mason Geertsen (D), 66 , 4 , 19 , 126 , -5 
Blake Penner (LW/C), 52 , 11 , 11 , 33 , 3 
Cole Linaker (C), 70 , 11 , 11 , 19 , 20 
Glenn Gawdin (C), 66 , 10 , 12 , 34 , -11 
Levi Cable (LW), 70 , 10 , 12 , 13 , 0 
Seth Swenson (RW), 68 , 8 , 14 , 37 , -31 
 Seattle Thunderbirds , 43 , 8 , 12 , 26 , -5 
 Lethbridge Hurricanes , 25 , 0 , 2 , 11 , -26 
Brett Lernout (D), 72 , 8 , 14 , 103 , 7 
Logan Fisher (C), 72 , 7 , 15 , 48 , 4 
Arvin Atwal (D), 58 , 5 , 17 , 83 , -9 
Ty Stanton (D), 65 , 5 , 17 , 50 , 9 
Blake Orban (D), 67 , 5 , 17 , 137 , 33 
 Vancouver Giants , 38 , 4 , 11 , 75 , 1 
 Edmonton Oil Kings , 29 , 1 , 6 , 62 , 32 
Brad Morrison (C), 55 , 12 , 9 , 12 , -4 
Tyler Coulter (LW), 52 , 8 , 13 , 27 , 2 
Zak Zborosky (RW), 66 , 8 , 13 , 10 , -1 
Ben Betker (D), 68 , 7 , 14 , 102 , -3 
Griffin Reinhart (D), 45 , 4 , 17 , 55 , 20 
Justin Gutierrez (C), 70 , 3 , 18 , 103 , -14 
Cole Martin (D), 72 , 0 , 21 , 48 , 61 
Jessey Astles (LW/RW), 50 , 11 , 9 , 67 , 0 
Ty Ronning (RW), 56 , 9 , 11 , 4 , -8 
Josh Uhrich (RW), 68 , 9 , 11 , 105 , -9 
Brayden Low (C), 69 , 8 , 12 , 63 , -6 
Luke Bertolucci (RW), 63 , 6 , 14 , 21 , 4 
Landon Peel (D), 63 , 4 , 16 , 31 , 4 
Ryan Rehill (D), 72 , 4 , 16 , 182 , -4 
Layne Viveiros (D), 63 , 3 , 17 , 32 , 21 
Tyler King (D), 69 , 2 , 18 , 42 , -1 
 Spokane Chiefs , 37 , 1 , 4 , 24 , 3 
 Kootenay Ice , 32 , 1 , 14 , 18 , -4 
Tomas Andrlik (D), 71 , 2 , 18 , 52 , -4 
Jaimen Yakubowski (LW), 58 , 10 , 9 , 158 , -3 
 Lethbridge Hurricanes , 11 , 1 , 0 , 30 , -5 
 Seattle Thunderbirds , 47 , 9 , 9 , 128 , 2 
Patrick Bajkov (RW/LW), 56 , 9 , 10 , 18 , -4 
Joey Kornelsen (C/RW), 62 , 9 , 10 , 57 , -26 
Grayson Pawlenchuk (C/LW), 44 , 7 , 12 , 8 , -4 
Ethan Bear (D), 58 , 6 , 13 , 18 , 1 
Jerret Smith (D), 72 , 3 , 16 , 40 , 14 
Colton Waltz (D), 66 , 2 , 17 , 54 , -8 
Bryson Gore (C), 68 , 11 , 7 , 34 , -29 
Logan Harland (LW/C), 59 , 10 , 8 , 28 , -13 
Jonathon Martin (RW/C), 63 , 10 , 8 , 105 , -11 
Joe Mahon (RW/D), 56 , 9 , 9 , 82 , 3 
Chad Labelle (C), 69 , 9 , 9 , 44 , -10 
Alec Baer (C), 60 , 8 , 10 , 22 , 8 
Sam McKechnie (RW/C), 66 , 7 , 11 , 50 , -8 
 Lethbridge Hurricanes , 9 , 1 , 2 , 11 , -9 
 Seattle Thunderbirds , 57 , 6 , 9 , 39 , 1 
Ben Duperreault (C/LW), 65 , 6 , 12 , 18 , -13 
Griffin Foulk (D), 66 , 4 , 14 , 86 , -36 
 Seattle Thunderbirds , 8 , 0 , 3 , 8 , 3 
 Lethbridge Hurricanes , 58 , 4 , 11 , 78 , -39 
Parker Wotherspoon (D), 62 , 2 , 16 , 74 , 0 
Josh Hanson (D), 68 , 2 , 16 , 37 , 17 
Trent Lofthouse (RW/C), 47 , 11 , 6 , 33 , -9 
 Victoria Royals , 11 , 1 , 1 , 4 , -4 
 Vancouver Giants , 36 , 10 , 5 , 29 , -5 
Travis McEvoy (RW), 59 , 9 , 8 , 52 , -7 
Ryley Lindgren (C/RW), 67 , 9 , 8 , 16 , -26 
Taylor Crunk (LW), 70 , 8 , 9 , 81 , 3 
Brandon Baddock (LW), 56 , 6 , 11 , 128 , 5 
Tyler Bell (D), 71 , 6 , 11 , 145 , -36 
 Moose Jaw Warriors , 23 , 1 , 4 , 44 , -6 
 Lethbridge Hurricanes , 48 , 5 , 7 , 101 , -30 
Jordan Fransoo (D), 53 , 4 , 13 , 43 , 0 
Colby Harmsworth (D), 70 , 4 , 13 , 34 , 20 
Cole MacDonald (D), 63 , 2 , 15 , 37 , -9 
Josh Derko (LW), 42 , 11 , 5 , 78 , -15 
Gage Quinney (C/LW), 58 , 8 , 8 , 5 , 6 
Lane Bauer (C), 47 , 7 , 9 , 8 , 5 
Evan Polei (LW), 62 , 7 , 9 , 54 , -1 
 Saskatoon Blades , 2 , 0 , 0 , 0 , 0 
 Red Deer Rebels , 60 , 7 , 9 , 54 , -1 
Tanner LeSann (C), 57 , 6 , 10 , 97 , -2 
Hunter Shinkaruk (C/W), 18 , 5 , 11 , 29 , -2 
Sam Ruopp (D), 64 , 5 , 11 , 55 , -15 
Anton Cederholm (D), 71 , 4 , 12 , 95 , 42 
Keoni Texeira (D), 65 , 2 , 14 , 30 , 21 
Vukie Mpofu (RW), 65 , 9 , 6 , 46 , -2 
Zac Mackay (C), 72 , 9 , 6 , 72 , -9 
Geordie Maguire (LW), 35 , 8 , 7 , 20 , -1 
 Regina Pats , 27 , 7 , 7 , 20 , -3 
 Swift Current Broncos , 8 , 1 , 0 , 0 , 2 
Jack Walker (LW), 48 , 7 , 8 , 23 , 2 
David Nemecek (D), 56 , 5 , 10 , 71 , -16 
Matteo Gennaro (C), 60 , 5 , 10 , 14 , -8 
Ayrton Nikkel (D), 60 , 5 , 10 , 95 , -13 
Joe Carvalho (D), 65 , 3 , 12 , 20 , -9 
Remi Laurencelle (LW/C), 58 , 2 , 13 , 23 , -6 
 Lethbridge Hurricanes , 30 , 1 , 9 , 6 , -3 
 Everett Silvertips , 28 , 1 , 4 , 17 , -3 
Sam Grist (D), 62 , 2 , 13 , 167 , -34 
Justin Hamonic (D), 72 , 1 , 14 , 46 , 0 
Braden Purtill (LW/C), 63 , 9 , 5 , 35 , -7 
Jack Palmer (LW/C), 60 , 4 , 10 , 23 , 3 
 Brandon Wheat Kings , 15 , 1 , 2 , 6 , -2 
 Victoria Royals , 45 , 3 , 8 , 17 , 5 
Markson Bechtold (LW/C), 54 , 3 , 11 , 47 , 3 
Logan Aasman (RW), 56 , 3 , 11 , 42 , 3 
Dallas Valentine (D), 69 , 3 , 11 , 44 , -28 
Jared Hauf (D), 72 , 3 , 11 , 128 , -22 
Matt Alfaro (C), 65 , 2 , 12 , 16 , -3 
Graham Millar (RW), 61 , 7 , 6 , 37 , -22 
Erik Benoit (C/LW), 31 , 6 , 7 , 6 , -9 
 Seattle Thunderbirds , 19 , 3 , 5 , 2 , -3 
 Moose Jaw Warriors , 12 , 3 , 2 , 4 , -6 
Mitch Lipon (C), 55 , 6 , 7 , 30 , -18 
 Kamloops Blazers , 31 , 2 , 5 , 14 , -12 
 Saskatoon Blades , 24 , 4 , 2 , 16 , -6 
Zach McPhee (RW), 65 , 6 , 7 , 47 , -19 
Ryan Coghlan (D), 57 , 5 , 8 , 35 , -9 
 Saskatoon Blades , 35 , 4 , 6 , 14 , -6 
 Prince Albert Raiders , 22 , 1 , 2 , 21 , -3 
Cole Benson (C), 59 , 5 , 8 , 4 , 2 
Carson Bolduc (LW), 61 , 5 , 8 , 35 , -22 
 Prince George Cougars , 17 , 2 , 0 , 10 , 1 
 Kamloops Blazers , 44 , 3 , 8 , 25 , -23 
Aaron Macklin (LW), 67 , 5 , 8 , 99 , -23 
 Kamloops Blazers , 25 , 3 , 4 , 25 , -8 
 Prince George Cougars , 42 , 2 , 4 , 74 , -15 
Adam Rossignol (C), 48 , 4 , 9 , 43 , 0 
Nick Charif (D), 57 , 3 , 10 , 31 , 13 
Cole Wedman (D), 62 , 3 , 10 , 67 , 7 
Brandon Carlo (D), 71 , 3 , 10 , 66 , -13 
Jordan Thomson (D), 29 , 1 , 12 , 22 , -14 
 Kamloops Blazers , 20 , 0 , 7 , 20 , -2 
 Saskatoon Blades , 9 , 1 , 5 , 2 , -12 
Colton Bobyk (D), 56 , 5 , 7 , 62 , -4 
Kolten Olynek (C/RW), 57 , 4 , 8 , 21 , -24 
Tyler Mrkonijc (RW), 69 , 4 , 8 , 25 , -15 
Jesse Lees (D), 37 , 3 , 9 , 41 , 8 
Michal Plutnar (D), 51 , 3 , 9 , 46 , -31 
Scott Eansor (C/LW), 52 , 3 , 9 , 49 , -3 
